location,transaction_count,total_amount,fraud_count
Lake Jamesburgh,1,33.24,1
West Gregoryhaven,1,402.75,0
Charleston,2,322.03,0
Bridgetside,3,462.61,0
South Ronaldberg,2,478.02,0
East Franklin,1,320.77,0
Jonesport,2,44.61,0
West Linda,2,568.92,2
Port James,2,603.53,0
North Jenniferstad,1,369.70,0
Toddfort,3,2046.68,0
Montgomeryport,1,349.69,0
South Susan,2,85.44,1
Stephaniefort,1,221.06,0
New Autumn,2,3898.91,2
East Christinamouth,1,69.92,0
Jamieburgh,3,69.52,1
North Maryport,1,279.04,0
Chrismouth,1,0.01,0
North Jean,2,624.54,0
North Jamieborough,1,47.52,0
West Larry,5,2839.84,0
Rivaston,1,272.81,0
Port Teresaport,1,93.31,0
North Tara,1,53.67,0
North Crystalville,1,418.81,0
West Caitlinhaven,2,402.49,0
New Jeremyshire,3,21966.08,3
Port Amymouth,4,271.22,0
Lake Stephanie,2,823.57,0
East Courtney,1,629.25,0
East Abigailfurt,3,2885.04,0
North Sherryhaven,2,161.76,0
Seanmouth,1,439.74,0
Mariachester,1,61.82,0
North Melanie,1,64.65,0
South Jessicaland,1,0.01,1
East Marthaborough,5,269.97,0
Port Joelland,1,149.19,0
Derrickchester,2,89.72,0
Lake David,7,4495.32,1
Craigburgh,2,1709.61,2
Lake Katiechester,1,18.59,0
New Darrell,1,1153.47,0
South Scottborough,1,191.85,0
Tylerborough,1,1087.76,0
New Lindafort,2,6308.93,0
New Vanessaland,4,3245.23,0
Hernandezborough,2,417.84,0
Hernandezmouth,1,332.27,0
Pattersonview,1,0.01,0
Jonmouth,1,205.86,0
New Cheryl,1,57.16,0
New Melvinmouth,3,677.31,0
East Brandon,1,376.97,0
West Meganchester,3,560.38,0
East Sharonport,8,644.61,0
Rayland,3,1117.86,0
Joshuatown,1,495.11,0
Beckerview,1,993.45,0
Patrickshire,3,229.10,0
Sarahfort,1,22.59,1
Ericastad,3,14885.66,1
South Vickihaven,1,1991.14,0
Parkertown,1,16.42,1
Milesstad,3,1293.33,0
Edwardsport,1,80.84,0
Boyerton,1,60.15,1
Tonyamouth,1,113.49,0
New Heather,1,72.48,0
Thomasside,1,94.14,1
Masonberg,1,78.41,0
New Markland,1,119.18,0
Howardfurt,1,20.03,0
East Debra,5,180.27,0
North Paulmouth,1,369.47,0
West Nicholasshire,1,88.59,1
Port Allison,1,330.11,0
Cooperchester,1,3.49,0
Huntstad,3,1307.62,0
Lake Steven,2,395.30,0
Rhodesmouth,3,382.24,0
South Jillstad,1,31.18,0
West Davidton,1,308.33,0
Cruzport,3,2592.29,0
Richardfort,3,1103.82,0
East Cynthiamouth,1,167.69,0
East Jill,3,4731.95,0
Josephfort,1,151.22,0
Myersside,4,124.92,0
Port Gregory,1,79.50,0
New Lorettamouth,1,7037.07,1
Washingtonborough,1,87.39,1
Alanville,1,372.67,1
Lake Michaelshire,1,65.58,0
West Bruceshire,1,354.33,1
South Jackieview,1,3715.80,0
Kristyside,1,0.01,1
North Carla,1,2484.81,0
West Randy,3,279.67,0
Curtisport,1,44.64,0
Deniseview,2,695.40,0
South Samanthabury,2,794.62,0
West Destiny,5,3162.34,1
West Patrickhaven,1,91.19,0
Julianchester,2,4572.51,0
Williamsonside,1,326.88,1
New Luke,1,501.29,0
Port Jasonborough,1,419.72,0
Port Holly,1,319.16,0
East Timothyview,1,1774.98,0
Phillipmouth,3,3463.55,0
Warrenton,1,446.46,0
New Jill,2,5370.94,2
Robinsonview,1,1296.47,0
Edwardsmouth,7,2929.65,0
Edwintown,6,14375.49,0
Victoriaborough,1,704.69,0
New Sandra,2,485.48,1
East Natalieburgh,1,109.24,0
Melissaland,3,133.59,0
Brettton,3,7761.24,0
Castillomouth,1,322.76,0
Sweeneyville,3,25.00,0
Port Melissamouth,1,294.91,1
Port Brianhaven,1,411.18,1
Danaburgh,1,177.55,0
Austinberg,1,37.93,1
Carlaberg,1,55.24,0
New Angel,1,1971.91,1
West Jacobview,1,422.91,0
Orozcoshire,2,743.95,1
New Annaview,10,886.57,0
Karenmouth,1,6.05,1
Warnerfurt,1,270.48,0
East Lori,4,346.12,0
West Teresahaven,3,672.48,0
Matthewside,1,40.48,0
Earlbury,1,2.84,0
"Port Lawrenceport, Ukraine",1,244.02,1
Lake Ronnieland,1,351.04,0
Franklinhaven,1,70.50,0
New Brittney,3,194.78,0
Elizabethville,1,217.07,1
South Jimmyfurt,2,99.59,0
Elizabethhaven,3,1883.77,0
West Raymond,1,359.79,0
West Scotttown,1,35.29,1
New Donna,3,96.61,0
Jakestad,6,164.06,0
Wiseburgh,2,60.79,0
Joemouth,1,52.22,1
Mcdonaldberg,1,266.38,0
West Sharonbury,2,12950.20,2
Bestbury,1,69.24,0
Michaelburgh,2,2117.62,1
South Samanthafort,5,2134.34,0
Summerland,1,148.59,0
Carrillotown,1,308.51,1
New Haleybury,1,316.31,0
Jonesland,1,478.47,0
Wilsonbury,5,9970.70,0
East Phillip,2,524.00,2
Hillberg,1,30.94,0
South Alexis,1,93.45,0
North Elizabethberg,1,1312.66,1
Leonardstad,1,218.25,0
Weaverville,3,149.14,0
Hurleyside,1,302.38,0
Cookebury,3,223.58,0
Kristinaburgh,2,8805.51,1
New Wendyville,5,194.10,0
Chavezview,1,276.72,0
Hickmanside,1,120.60,0
North Stephaniefurt,1,87.21,0
West Ambermouth,1,29.81,1
Brownfurt,17,44769.02,5
Victorfurt,1,90.33,0
Allenside,2,191.60,0
Davisburgh,1,539.63,0
Davidside,3,4189.84,0
Maxwellborough,1,142.33,0
North Thomas,1,96.24,0
Smithtown,1,425.20,0
Westside,1,1122.48,0
Port Adam,1,14.78,0
Port Christinafort,1,57.77,0
Shelbyside,1,53.19,0
New Wayneshire,1,33.91,1
West Antonio,8,178.32,0
"Normanville, Romania",1,20.75,1
North Alexstad,2,412.48,0
South Michelle,1,1599.81,0
Vancetown,2,272.76,0
New Susanborough,7,209.96,0
Joshuaview,3,361.89,1
North Sherryborough,2,169.83,0
East Joantown,1,22.72,0
Coletown,1,102.23,0
Larryside,1,3969.96,0
East Paula,2,633.70,0
Timothyland,1,152.35,0
Lake Kathleenville,1,288.90,0
Murrayview,1,42.27,1
Henrymouth,1,128.96,0
Taylorshire,2,106.52,0
East Tara,3,211.68,1
North Travisbury,2,2892.78,0
Chavezberg,1,355.87,0
Lauraberg,1,219.51,1
Cookbury,1,69.69,0
Lake Zacharyfurt,2,162.86,0
Joannport,1,1053.67,1
North Sheilaland,1,7301.98,1
Brianburgh,2,105.42,0
New Debbie,1,0.01,0
Bradyside,1,3607.53,1
North Mary,2,95.09,0
Lake Daniel,1,6805.86,1
Lake Jonathan,8,7877.77,1
Martinezberg,1,54.22,0
North Autumn,2,169.10,0
Andresmouth,2,20252.72,2
Harrisonfort,1,374.11,0
New Pedro,1,400.23,0
South Julie,13,3975.44,0
Drewbury,1,745.85,0
Cruzside,2,1041.34,0
Robertsonberg,1,76.72,1
East Biancahaven,1,51.22,0
West Graceburgh,1,59.32,0
Lake Rayville,1,118.81,0
Washingtonfort,4,666.00,0
South Vickiburgh,10,535.13,0
New Christopherchester,3,11430.89,1
New Kevinfort,4,614.21,0
Kelseyside,1,18.68,0
Erikatown,1,281.39,1
Stanleyburgh,1,66.28,0
East Troyside,9,3543.70,0
West Michaelland,1,239.16,1
South George,2,3235.40,2
Joshualand,3,1743.49,0
Williamborough,1,4402.32,0
Ericksonton,1,16.77,0
Robertshaven,3,511.20,0
Franklinstad,1,37.13,0
Brendafurt,3,305.14,0
Barneschester,2,39.29,0
Hayesborough,1,67.31,0
Rogersside,1,3766.68,1
Port Steveland,4,4867.62,0
Port Laurie,2,32.86,0
West Seanchester,1,107.59,0
South Charlesstad,2,421.67,0
Natalieberg,3,3637.62,0
Jameshaven,2,330.99,0
West Davidberg,2,1276.47,1
North Kenneth,1,59.92,1
Christianmouth,1,2868.81,0
Mckenziechester,3,261.77,0
Port Wendy,2,956.23,0
Hannaberg,3,235.74,0
Lake Lauraside,1,52.15,0
South Connie,5,4664.80,0
Port Ninaview,3,134.76,3
New Louis,1,126.80,0
West Jillshire,1,445.37,0
South Darrellberg,5,125.36,0
North Travis,3,7314.55,0
Lake Jeffrey,6,2967.85,0
New Jacob,2,496.98,0
Williammouth,1,362.49,0
Wernerborough,1,1158.50,0
Annaview,2,43.96,0
Johnsonton,1,189.94,0
West Tina,1,79.27,0
North Daniel,5,1460.77,0
Barkerside,1,35.78,1
Port Benjaminfurt,1,48.63,0
North Logan,1,571.56,0
Davidstad,2,194.17,0
South Jenniferfort,2,132.20,0
Brookstown,4,959.15,4
Floresfort,1,382.88,0
Gibbsview,2,161.92,0
North Patricia,2,807.16,0
Port Scott,1,465.39,0
Lake Kristiland,2,8.81,0
Lake Donaldville,3,983.14,0
South Johnfort,1,455.39,0
Waltonberg,2,2384.35,1
Lake Kathleentown,1,277.02,0
North Lauraside,1,1455.41,1
Bridgesborough,1,23.51,0
Stoutstad,1,2285.00,0
West Steven,3,8498.11,0
Ashleeborough,1,440.70,0
Devonfort,1,182.76,0
Lake Lindsayport,1,97.37,0
Transhire,2,459.52,0
Lake Jaredchester,3,25984.55,3
Michellefort,5,21355.29,0
Anthonyfurt,1,191.23,0
Raymondtown,1,428.44,0
Port Justin,2,466.90,0
South Williamton,4,1115.69,0
Silvafurt,5,244.01,0
New Christopherburgh,1,2929.97,0
Brownfort,4,369.54,1
Marksmouth,1,2720.38,0
Melanieborough,2,56.14,0
East Stephanieshire,3,1249.62,0
Port Robertmouth,1,378.60,0
Port Jeffery,1,76.67,0
Kaitlynborough,1,211.04,0
East Danielle,1,82.72,0
Glenmouth,1,878.97,0
Lake Veronica,1,458.03,0
Gonzalezview,2,290.88,1
West Erika,1,81.09,0
Roberttown,1,2082.91,0
Fishertown,4,317.49,0
West Daniel,1,92.41,0
Mathewsfurt,1,64.43,0
Kerrborough,1,472.76,0
Lake Donald,2,81.58,0
West Alexis,1,51.37,0
Christopherstad,2,515.34,0
Evanfurt,1,38.82,0
Danielmouth,1,13.55,0
New Charlesville,1,3707.02,0
Smithview,2,537.33,0
Smithstad,6,297.72,0
West Isabel,1,67.47,0
South Paul,2,2436.50,0
New Andrewshire,1,303.11,0
Spearsville,6,1585.52,0
Wolfeton,1,551.78,0
New Jeromeview,1,47.48,0
Fisherport,4,994.47,0
North Larry,1,1909.13,1
Randallside,1,431.74,0
East Manuelville,3,800.27,0
Williamsstad,1,2664.44,1
East Davidton,4,1535.64,0
Johnsonland,1,249.97,0
Donnachester,1,1934.25,0
Delacruzport,1,292.23,0
New Jordanfurt,1,34.15,0
North Kristimouth,5,1106.69,0
Eddiefort,1,390.47,1
East Hayleyport,1,323.69,1
Lake William,4,811.05,3
West Caitlin,1,60.13,0
South Justintown,1,1103.37,0
South Jeffreyside,2,145.26,2
South Johnbury,1,51.70,0
Wayneport,1,270.02,1
West Keith,1,409.04,0
Andreamouth,1,50.92,0
West Brianside,1,2632.07,0
Port Krista,2,99.76,0
East Rhonda,3,2915.85,0
North Edwardmouth,1,95.70,0
South Elizabethfort,2,112.80,0
Robertchester,2,513.53,0
West Beth,1,99.53,0
North Marcusfort,2,712.61,0
New Hannahmouth,2,114.22,0
South Sonya,1,439.19,1
"Dickersonmouth, Russia",1,308.16,1
Debbiestad,3,733.30,0
Lake Louis,1,400.91,0
Amberhaven,3,1150.26,0
Flemingfort,1,10655.79,1
Morrisshire,6,187.03,0
New Nicholasland,1,495.23,0
South Teresa,2,2656.82,0
Nicholeton,2,64.32,0
South Leonchester,2,153.49,0
New Brittneyport,1,72.70,0
Fisherburgh,2,43.88,0
Ellischester,1,328.20,0
East Kari,1,1977.74,0
Simpsonfurt,1,2651.90,0
South Earlchester,5,1448.49,0
East Rodneyfort,1,8447.78,1
New Jeffery,1,282.05,0
North Ricardostad,3,295.04,3
Grantshire,1,56.17,0
Jasonborough,1,82.02,0
Lake Alexandermouth,1,255.32,0
Mcmahonville,1,562.54,1
West Jacob,1,0.01,0
North Ann,1,59.16,0
Lake Danielberg,1,149.34,1
West Timothyberg,2,52.48,0
Tracyton,1,265.05,0
Saraville,1,108.70,0
New Kelly,2,1055.46,1
Carlview,1,53.70,1
East Barbaramouth,1,218.63,1
Lake Ashleyton,1,1275.60,0
New Andrewmouth,1,73.70,1
Tiffanyfurt,1,364.82,0
Hardybury,3,6576.32,0
Michaelberg,2,694.62,1
Alexanderbury,1,62.88,1
Maciaston,2,2322.79,0
West Allisonfurt,2,247.33,0
Chapmanmouth,2,666.08,0
Duffyville,1,345.16,0
Jameschester,1,1199.80,0
East Claudiaton,1,437.80,1
West Stephanieport,1,330.80,0
Tinaburgh,1,215.91,0
Randyfort,1,8.63,0
Fisherbury,1,386.86,0
Peggybury,2,448.13,0
Rodriguezview,1,192.43,0
Steveshire,2,594.02,0
New Jasonland,1,62.83,0
Townsendfort,2,67.96,0
North Erika,7,370.94,1
East Mathew,1,2853.81,0
Davidbury,2,16370.54,2
Conleyshire,2,187.09,0
East Davidville,1,1940.41,0
South Pamela,3,9937.46,1
East Audrey,1,97.94,0
North Christybury,1,1134.38,0
Port Austinport,1,407.31,0
Christophermouth,3,3699.24,0
New Candice,1,421.76,0
West Cherylhaven,1,489.22,0
Kennedyville,1,477.51,0
Port Jocelyn,2,140.61,0
Williamsburgh,1,112.89,0
New Robertburgh,1,400.10,0
Teresaside,2,5171.20,0
Hardinside,1,409.66,1
Coryville,1,48.99,0
East Jonathan,1,70.87,0
New Douglas,1,94.60,1
Ryanton,3,592.83,1
Billymouth,1,267.92,0
New George,2,1334.50,0
East Dennisland,1,45.10,0
North Kelly,1,0.01,1
Port Shannon,1,231.92,0
Wilsonmouth,6,1512.20,0
Jonesview,4,2410.54,0
Port Heatherhaven,2,60.28,0
Port Melissa,1,37.54,0
Lake Sonia,1,195.62,0
"Port Bryanstad, China",1,272.33,1
Bakerberg,1,179.89,1
Port Michaelchester,1,1852.16,1
New Gary,2,78.16,0
Lisafurt,2,21555.02,2
Lake Mackenziehaven,2,903.66,0
Port Tracyview,3,839.75,0
Bradleyton,1,312.88,0
Romerochester,2,122.63,0
Port Davidview,1,1972.88,0
Kelleymouth,1,374.58,1
Vincentshire,4,237.55,0
Andersonstad,1,14.01,1
New Jameschester,2,81.58,0
West Dan,4,1272.53,0
Fullerton,1,3136.18,1
Lake Teresa,1,394.35,0
West Emily,1,282.09,0
Lindamouth,1,40.40,1
Howellton,1,182.20,0
East Bryan,1,107.04,0
West Savannah,1,268.39,0
West Terrychester,3,352.66,0
Littlebury,1,102.78,0
Port Claytonborough,1,54.39,0
Eddieville,1,248.38,0
Amberstad,6,3976.45,0
Jimmyfort,1,183.69,0
Mooreburgh,1,83.70,0
Carolborough,1,404.89,1
Myersborough,1,69.11,0
Taylorville,5,8227.90,0
North Markton,1,372.81,0
Boyerbury,2,162.69,0
West Robertomouth,9,2155.12,0
East Molly,5,1178.17,0
Samanthaview,1,48.80,0
Debbiefort,1,67.29,0
West Russell,1,400.96,0
Gutierrezside,3,1150.85,0
Turnerport,4,83.01,1
West Gabriella,2,154.98,0
Lindseyborough,1,2085.42,1
East Alexander,2,3826.24,0
Warnerton,1,94.22,0
Toddfurt,1,48.07,1
Gonzalesmouth,2,357.48,0
Chrisview,3,206.31,0
Victoriastad,1,455.99,0
Morrisstad,1,6481.63,1
Medinaport,1,102.80,0
Jamiehaven,2,299.87,0
South Morganstad,1,82.63,1
Danielhaven,4,1340.23,2
Lake Mary,1,307.39,0
West Patrickstad,1,66.12,0
Lake Sherritown,1,46.59,0
East James,4,393.44,0
Tammyport,1,287.30,1
New Sonyaton,2,47.52,0
East Elizabeth,2,2753.13,0
Grantbury,1,86.71,0
Lake Andrea,1,283.93,1
Maxwellview,1,445.26,0
Arthurberg,3,288.36,0
"Higginschester, India",1,14.89,1
East Stacey,1,47.43,0
Hamiltonfurt,3,1219.49,1
West Edward,1,110.52,0
Lake Michellefort,4,1023.64,0
Geraldview,3,2788.73,0
New Davidhaven,3,224.78,0
Johnside,1,262.01,0
South Jeffrey,1,7250.58,1
East Sarahberg,1,100.23,0
Jenniferfurt,1,34.23,0
South Christinaside,2,958.44,0
"East Craigside, China",1,2309.69,1
Thompsonfurt,1,235.76,0
Mcmillanview,2,302.12,2
Williamsonfort,2,834.49,0
Manuelhaven,3,4836.88,2
Justinberg,4,797.47,0
Pamelaburgh,1,74.72,0
East Bianca,1,1946.65,0
Williamsville,1,74.57,0
North Alexander,1,399.06,0
Clarkechester,2,146.50,0
Port Kristabury,1,89.09,0
Ashleystad,2,363.55,0
Port Zacharychester,1,2201.76,0
South Meganmouth,3,763.45,0
Foxchester,1,176.09,1
South Bridget,1,84.47,0
East Hayden,1,56.74,0
Port Alexanderstad,1,443.35,0
Port Jessicabury,3,57.97,0
Reyesburgh,1,357.23,1
Port Gabrielle,1,5210.59,1
Rodriguezshire,1,501.99,1
New Danielshire,1,64.54,1
Chapmanbury,1,1079.16,0
Lake Jeffreyville,1,188.09,1
Samanthahaven,1,440.45,0
West Melvin,1,180.75,0
West Tim,6,540.77,0
Kurtberg,1,258.37,0
Bethmouth,3,561.61,0
Port Anna,1,195.39,0
Justinchester,1,174.99,0
Kimberlyhaven,3,864.24,0
Port Janehaven,2,509.51,0
Floresmouth,1,74.25,0
West Kevinfort,1,419.74,0
Arianaview,3,77.84,0
Tranview,2,4573.48,0
Browntown,1,7032.18,1
Fisherfurt,1,23.17,0
New Alexisstad,1,213.14,0
Lake Emilyton,3,958.52,0
Jenniferport,1,19.94,1
Murrayport,2,4473.03,2
Villegasland,1,217.27,1
Lake Markstad,1,375.19,0
Loriborough,1,0.01,1
Lake Coreyfurt,2,508.31,0
Burnsside,1,289.48,0
Toddtown,1,235.68,0
West Monicaland,1,8.43,0
Michaelville,4,5070.48,0
Joshuaburgh,1,398.91,0
Karenside,6,437.15,1
Greenbury,1,2053.00,0
Nicolefort,3,67.37,0
Teresamouth,8,1954.34,0
New Joanne,1,226.38,0
Schroederland,1,505.52,0
Nicholasport,1,585.69,1
Lake Matthewbury,1,31.16,0
Aliciatown,2,791.46,0
Port Christina,1,613.49,1
West Sharonchester,1,17.58,0
East Thomaston,2,1508.77,0
Starkbury,1,148.50,0
New Jessicaport,1,170.84,0
Kingmouth,2,35.73,0
Port Jacobberg,1,124.36,0
North Margaretbury,2,4895.10,0
New Sethside,1,7339.24,1
Port Kaitlyn,1,94.83,0
Thompsonton,1,48.07,0
Lyonsport,1,271.64,0
Scottborough,1,51.69,0
Whiteport,3,345.07,0
Yangchester,1,104.65,0
Wuburgh,1,76.03,0
Rogerschester,1,55.16,0
South Amytown,2,211.88,0
New Kevin,8,7670.53,5
Lake Christopher,1,72.77,0
Nancyton,5,1356.71,0
West Sharon,1,95.05,0
North Williamside,1,66.26,1
Robinsonland,2,340.94,0
Conleyburgh,3,2731.71,0
East Hailey,2,221.77,0
Georgeburgh,1,2527.66,1
Weissland,2,194.68,0
Lake Loriland,2,2729.64,2
Port Christopherbury,1,23.05,1
East Brianchester,6,1717.07,0
Laurafurt,1,210.53,1
Johnsontown,5,4928.29,1
Johnsonmouth,6,10266.47,1
Johnborough,3,5175.91,2
East Nicholasshire,2,2965.68,0
North Isaiah,1,20.42,0
Lake Sabrina,2,2741.40,0
Lake Juliatown,2,137.60,0
West Justinland,1,127.26,0
East Gabriel,4,1016.91,0
Reneeland,1,427.97,0
West Williamland,1,404.47,0
North Sandraville,1,49.67,0
Kevinfort,1,3878.54,0
West Zacharybury,1,37.94,0
Johnchester,3,2034.07,1
Gallaghermouth,4,1001.04,0
Campbellview,3,1163.09,0
North Jonathanmouth,1,363.74,0
West Karenview,2,131.24,0
Karahaven,1,19.83,0
Lake Anita,1,331.73,0
South Rachael,3,1014.44,0
Kaiserhaven,1,84.99,0
West Gina,1,371.83,1
Normanport,1,21.47,0
Josephbury,1,79.78,1
Catherineport,2,98.13,2
Port Tiffanyland,1,65.18,0
Joneshaven,4,4032.61,0
Lake Angelland,1,43.23,1
Velasqueztown,2,138.84,0
Kellymouth,3,1537.62,0
Angelaview,2,1702.80,2
Port Branditown,2,550.11,0
West Michellebury,4,1291.71,0
Port Christopher,2,712.23,2
Perrymouth,1,2575.34,0
Lake Crystal,3,779.18,0
Evansside,4,5967.41,0
North Dawnfurt,5,314.08,1
Davisfurt,1,9884.91,1
Oconnorborough,1,258.57,0
South Kevin,2,1579.85,0
Montesfort,1,391.09,1
Kaitlynville,2,1077.05,0
Andreafort,3,926.97,0
New Kaylamouth,2,662.05,1
New Kyleport,1,327.74,0
Torreshaven,1,55.46,0
Lake Ivanview,2,188.99,0
South Jocelynview,1,1865.24,0
Sawyerland,1,539.73,0
Davisville,1,1886.20,0
Grayberg,1,465.60,0
Feliciaborough,1,1868.17,0
West Bryan,1,44.81,0
"Lake Glennside, Brazil",1,39.55,1
Port Amandaburgh,1,145.06,0
West Michelleville,1,274.94,0
West Christinaborough,1,179.24,1
Whiteview,1,15262.36,1
North Molly,1,124.83,0
Wesleystad,4,1128.07,0
Frostbury,1,287.65,0
Ramirezstad,2,370.60,1
Cooperfort,4,756.73,0
East Richard,1,82.65,0
Deborahview,3,917.83,0
East Kevin,5,2115.61,0
Wileybury,3,388.99,0
Jenkinsshire,1,288.95,0
Randallshire,5,371.95,0
Emmabury,1,57.52,1
Port Terrance,2,1719.17,0
Staceytown,1,301.25,0
West Anthony,3,546.18,1
East Shane,2,867.00,2
East Samanthaton,2,91.91,2
Jonathanland,1,0.01,0
North Pamela,1,530.34,0
Kaylatown,1,77.82,0
New Alice,1,437.18,0
Courtneyside,1,90.40,1
West Angelafurt,2,25.29,0
New Derekstad,1,105.35,0
Port Wayne,1,59.73,0
South Kimberly,4,290.62,0
South Rogerport,2,760.21,0
Zacharychester,2,2717.97,1
North Amanda,1,431.98,0
Kentport,1,338.43,0
Maryborough,2,2486.99,0
Nealstad,4,1396.58,0
Mendozaland,1,281.07,0
Eatonchester,4,1214.75,0
East Richardton,1,74.85,0
Port Bobbyview,1,4977.19,0
New Harry,1,995.96,0
West Aliciaville,2,893.66,0
Sandyland,3,50.54,0
Geoffreyfort,4,1906.97,0
Andersonport,2,402.20,0
Timstad,1,912.80,0
Port Jennifer,8,5003.35,1
Ashleyfurt,2,435.07,0
Melaniechester,1,398.42,0
West Dana,3,475.83,0
Portertown,1,391.90,0
South Barbaraville,1,4065.88,0
Coleville,1,302.03,0
Dorothyton,1,237.29,0
East Heathertown,1,169.88,0
Lake Theresa,7,13932.74,1
East Joanna,9,13326.21,0
West Seanside,2,930.08,0
Ellisonview,2,170.51,2
Lake Kaitlynstad,1,90.67,0
East Mary,2,94.22,1
West Anna,1,1815.03,0
New Alicia,3,1129.68,0
East Heather,2,3201.68,0
Rachaelfurt,1,168.40,0
New Elizabeth,5,19087.17,2
Jaymouth,1,378.08,1
Andersonhaven,1,261.82,0
Matthewview,6,3403.02,0
Whitneybury,1,136.04,0
Port Caleb,7,1783.13,0
East Micheleville,1,73.01,0
North Haleymouth,1,2462.90,0
Jamesfort,3,470.10,0
Brownland,3,118.38,1
Gainestown,2,621.73,0
Cunninghamland,3,1118.20,0
South Elizabeth,4,3407.20,0
Aguilarton,3,747.26,1
Stephanieside,1,327.80,0
West Traciview,1,8513.90,1
Susanview,1,24.28,0
Pamelamouth,1,218.71,0
Brandonview,3,103.26,0
West Brian,1,175.73,1
Pereztown,4,334.61,0
Clinebury,1,86.20,0
Kaufmanshire,6,1671.76,0
East Maria,2,226.60,0
Dawsontown,3,251.31,0
Mariatown,1,72.53,1
South Larryport,1,46.21,0
Port Geoffreyton,1,859.35,1
Mariahland,1,360.19,0
Moralesfort,2,1054.01,0
Martinton,9,3490.15,0
Kimberlyland,2,208.15,0
Michellehaven,1,300.85,0
West Danielport,2,2180.38,0
West Damon,2,331.01,0
South Jason,3,422.23,2
East Susan,1,40.62,0
Sheltonmouth,1,30.07,0
Floreston,1,3121.97,0
Gallagherland,1,357.73,0
Lake Christopherview,1,111.84,0
Youngport,3,1560.27,0
Harrymouth,1,398.69,0
Torresburgh,1,608.33,0
Parksland,1,738.51,0
East Anthony,1,42.17,1
Wilsonstad,1,2036.31,0
Lake Ryan,2,373.37,0
Mccarthyton,5,186.79,0
Joshuamouth,5,10336.91,1
Jenkinsland,6,405.31,0
New Stephenside,1,76.73,0
East George,1,6.15,0
Jonesberg,1,27.93,0
Robinhaven,1,35.03,0
New Ericton,2,24.61,0
Port Joshuaton,2,4522.02,0
Schmidtbury,1,48.71,1
South Brianville,2,722.87,0
Port Tracy,1,1466.29,0
Griffinfort,1,1810.69,0
Rhondatown,2,5577.49,0
Margaretberg,1,1049.54,1
West Traci,1,1068.33,1
Port Kenneth,3,656.15,0
West Amy,2,7606.44,0
New Jennifermouth,1,299.90,0
South Debraland,1,67.80,0
Henryfort,1,2520.30,0
North Jenniferberg,1,428.96,1
New Rebeccaberg,3,11504.00,0
Lake Michaelfurt,2,820.07,2
Andreaberg,1,2700.71,0
Seanfort,1,35.20,1
East Pamelaton,4,23760.14,4
Petersonhaven,2,968.66,2
Samuelstad,2,5807.15,0
Georgeside,1,322.12,1
Port Rebecca,1,239.10,1
West Andrewhaven,1,12.50,0
Carrland,3,98.26,1
Nolanview,1,1490.20,0
New Andresborough,3,1591.89,0
Brockport,1,226.55,0
New Emilychester,1,357.11,0
Katherinetown,4,1165.91,0
North Stevenville,1,147.05,0
Sarahmouth,1,72.69,0
Staceychester,1,404.84,0
Garyshire,1,363.35,0
Jamesburgh,5,1669.96,0
New Christophershire,1,219.19,0
Markberg,1,83.72,0
Port Laura,1,39.92,0
Lake Erinfort,1,391.41,0
Lake Jacobmouth,1,2484.33,0
Port Nicholas,2,417.52,0
Port Melissaborough,2,3049.75,0
Lake Madelineville,1,1010.85,0
Pearsonhaven,1,393.07,0
New Gregoryberg,3,768.79,0
Port Nicoleborough,3,127.80,0
North Jamesberg,1,198.03,0
Navarrotown,1,61.66,0
South Eric,3,755.59,0
Port Jonathanberg,1,394.11,0
Johnstonberg,1,161.13,1
Baileyhaven,2,559.41,0
East Shawna,3,203.48,0
Lake Loganville,1,6.21,0
Shaunfurt,1,378.77,1
Coryfort,2,874.36,0
West Charlesfort,1,338.41,0
Murphybury,3,2854.49,0
Austinmouth,3,257.80,3
Dylanland,2,16912.77,2
New Daniel,2,212.12,0
West Loriberg,1,13.61,0
West Sydneyfort,1,118.11,0
Lake Patricia,3,1023.46,0
East Michael,4,1465.01,0
West Justinport,6,719.25,0
West Michaelfurt,1,94.62,0
North Laura,1,466.91,0
South Carriefurt,1,48.90,1
Whitefurt,1,24.04,0
South Beverly,2,11.04,0
Port Emily,2,452.54,1
Lake Megantown,2,646.40,0
Taylorburgh,1,270.77,0
West Adrian,2,933.64,2
Lewisstad,1,41.60,0
East Melaniestad,1,220.59,0
Perezhaven,8,2395.22,0
New Jennifer,3,312.89,0
Loganton,4,944.65,0
South Donaldtown,3,41.31,0
Lake Terriborough,1,275.65,0
Lyonsbury,1,408.39,0
Patriciaton,1,72.08,0
Scottport,5,4598.13,0
Guzmanmouth,4,78.12,0
East William,4,865.79,0
North Kaitlynmouth,1,49.64,0
Thomasstad,2,639.24,2
East Nancystad,1,135.41,0
Carolynberg,1,340.85,0
Smithfurt,1,458.72,0
Codyburgh,2,126.90,0
Matthewbury,3,219.53,0
Burchside,1,44.17,1
Myersmouth,1,497.66,0
Johnsonfurt,3,481.43,0
Ronaldburgh,4,1870.27,0
West Rachel,2,1575.16,1
Tiffanyborough,2,266.60,0
Port Joseph,6,8336.41,1
Port Rogerburgh,1,147.94,0
Lake Tristan,1,8623.84,1
West Helenhaven,1,40.89,1
South Coreyview,1,116.54,0
Jamesside,3,653.47,1
New Robertstad,2,4362.87,0
